idBuku,judulBuku,tipe,penerbit,tahun,deskripsi
1440.0,The Basics of Cyber Safety Computer and Mobile Device Safety Made Easy,textbook,Elsevier/Syngress,2017,"DedicationrnAbout the AuthorsrnAcknowledgmentsrnChapter 1. What is cyber safety?rnAbstractrnWhat Is Cyber Safety?rnPaying Attention to What’s Out TherernPrivacyrnEncryptionrnMonitoring Online ActivityrnIdentifying the Devices You Use, and Where You Use ThemrnUsing Different Windows AccountsrnPhysical SecurityrnSummaryrnFurther ReadingrnChapter 2. Before connecting to the InternetrnAbstractrnSecuring Your Web BrowserrnWi-fi Security and SafetyrnPasswordsrnFirewallsrnSummaryrnReferencernChapter 3. Software problems and solutionsrnAbstractrnMalware and VirusesrnAntivirusrnWindows DefenderrnAntimalwarernStaying Up-To-DaternDisaster RecoveryrnSummaryrnReferencernChapter 4. Email safety and securityrnAbstractrnEmail ProtectionrnGmail SecurityrnSummaryrnChapter 5. CybercrimernAbstractrnWhat Is a Cybercriminal?rnIdentity TheftrnSocial EngineeringrnHackingrnScamsrnSummaryrnReferencesrnChapter 6. Protecting yourself on social mediarnAbstractrnWhat Is Social Media?rnSecuring Social MediarnSecuring FacebookrnSecuring TwitterrnSecuring YouTubernSummaryrnReferencesrnChapter 7. Finding a job onlinernAbstractrnLooking for Work OnlinernOnline ResumesrnWork-at-Home ScamsrnSecuring LinkedInrnSummaryrnReferencesrnChapter 8. Protecting your reputationrnAbstractrnFinding YourselfrnMaintaining PrivacyrnThink Twice, Post OncernThe Real World and CyberspacernWhat to Do After a Security BreachrnDigital LegaciesrnSummaryrnReferencesrnChapter 9. Beyond technology—dealing with peoplernAbstractrnNetiquetternAnonymityrnAnnoying and Abusive PeoplernOnline ChatrnOnline DatingrnMeeting People in PersonrnProtecting YourselfrnSummaryrnReferencesrnChapter 10. Protecting your kidsrnAbstractrnProtecting Your KidsrnPasswords for KidsrnSearch EnginesrnParental ControlsrnLocationrnTalking About What’s InappropriaternCyberbullyingrnOnline Predators"
1441.0,Norton anthology of English literature: [expanded],print,Unknown,2012,"Stephen Greenblatt, general editor, M.H. Abrams, founding editor."
1442.0,Norton anthology of English literature: [expanded],print,Unknown,2012,"Stephen Greenblatt, general editor, M.H. Abrams, founding editor."
1443.0,Norton anthology of English literature: [expanded],print,Unknown,2012,"Stephen Greenblatt, general editor, M.H. Abrams, founding editor."
1444.0,Norton anthology of world literature,print,W.W. Norton & Co.,2012,"Martin Puchner, general editor ... [et al.]."
1445.0,Norton anthology of world literature,print,W.W. Norton & Co.,2012,"Martin Puchner, general editor ... [et al.]."
1446.0,Norton anthology of American literature,print,Unknown,2013,"Nina Baym, general editor ;  Robert S. Levine, associate general editor."
1447.0,Norton anthology of English literature: [expanded],print,Unknown,2012,"Stephen Greenblatt, general editor, M.H. Abrams, founding editor."
1448.0,Norton anthology of English literature: [expanded],print,Unknown,2012,"Stephen Greenblatt, general editor, M.H. Abrams, founding editor."
1449.0,Norton anthology of English literature: [expanded],print,Unknown,2012,"Stephen Greenblatt, general editor, M.H. Abrams, founding editor."
1455.0,Techniques in Wrist and Hand Arthroscopy,textbook,elsevier,2017,"Techniques in Wrist and Hand Arthroscopy, 2ernI. Wrist Arthroscopy Portalsrn1. Wrist Arthroscopy Portalsrn2. Trapeziometacarpal and Scaphotrapezial Arthroscopy PortalsrnrnII. Ulnocarpal Jointrn3. Triangular Fibrocartilage Tearsrn4. Foveal Tears and Arthroscopy of the Distal Radioulnar Jointrn5. Ulnocarpal Impaction Syndrome and Ulnar Styloid Impaction SyndromernrnIII. Carpal Ligament Injuryrn6. The Role of Wrist Arthroscopy in Scapholunate Instabilityrn7. Lunotriquetral Injuries: Arthroscopic Managementrn8. Dorsal Radiocarpal Ligament Tearsrn9. The Role of Arthroscopy in Midcarpal InstabilityrnrnIV. Wrist and Carpal Fracturesrn10. Arthroscopic Treatment of Scaphoid Fractures and Nonunionsrn11. Arthroscopic Treatment of Distal Radius Fracturesrn12. Arthroscopic Treatment of Intra-Articular Malunions of the Distal Radiusrn13. The Role of Arthroscopy in Perilunate InjuriesrnrnV. Arthritis and Degenerative Disordersrn14. Arthroscopic Wrist Capsulotomyrn15. Arthroscopy in Arthritisrn16. The Use of Arthroscopy in Kienböck’s Diseasern17. Arthroscopic Wrist Ganglionectomyrn18. Arthroscopic Radial Styloidectomyrn19. Arthroscopic Partial Scaphoidectomy for Schaphoid Nonunionrn20. Arthroscopic Partial Wrist Fusionsrn21. Arthroscopic Proximal Row CarpectomyrnrnVI. Small Joint Arthroscopyrn22. Metacarpophalangal Joint Arthroscopyrn23. Arthroscopic Treatment of First Metacarpal Base Fracturesrn24. Arthroscopic Reduction and Percutaneous Fixation of 5th Carpometacarpal Fracture Dislocationsrn25. Arthroscopic Treatment of Trapeziometacarpal Osteoarthritisrn26. Arthroscopic Treatment of Scaphotrapezial-trapezoidal Osteoarthritis"
1457.0,"AACN Procedure Manual for High Acuity, Progressive, and Critical Care",textbook,elsevier,2017,"UNIT I: Pulmonary SystemrnrnSection One: Airway Management 1. Combitube Insertion and Removal AP 2. Endotracheal Intubation (Perform) AP 3. Endotracheal Intubation (Assist) 4. Endotracheal Tube and Oral Care Practices for Ventilated and Non-ventilated Patients 5. Extubation/Decannulation (Perform) AP 6. Extubation/Decannulation (Assist) 7. NEW! King Airway Insertion and Removal AP 8. Laryngeal Mask Airway AP 9. Nasopharyngeal and Oral Airway Insertion 10. Suctioning: Endotracheal or Tracheostomy Tube 11. Surgical Cricothyrotomy (Perform) AP 12. Surgical Cricothyrotomy (Assist) 13. Tracheostomy Cuff and Tube CarernrnSection Two: Special Pulmonary Procedures 14. Continuous End-Tidal Carbon Dioxide Monitoring 15. Continuous Lateral Rotation Therapy 16. Continuous Venous Oxygen Saturation Monitoring 17. NEW! Extracorporeal Life Support (ECLS) and Extracorporeal Membrane Oxygenation (ECMO) 18. Oxygen Saturation Monitoring with Pulse Oximetry 19. Pronation TherapyrnrnSection Three: Thoracic Cavity Management 20. Autotransfusion 21. Chest Tube Placement (Perform) AP 22. Chest Tube Placement (Assist) 23. Chest Tube Removal (Perform) AP 24. Chest Tube Removal (Assist) 25. Closed Chest Drainage System 26. Needle Thoracostomy (Perform) AP 27. Thoracentesis (Perform) AP 28. Thoracentesis (Assist)rnrnSection Four: Ventilatory Management 29. Invasive Mechanical Ventilation (Through an Artificial Airway):  Volume and Pressure Modes 30. Noninvasive Positive Pressure Ventilation: Continuous Positive Airway Pressure (CPAP) and Bilevel Positive Airway Pressure (BiPAP) 31. Manual Self-Inflating Resuscitation Bag-Valve Device 32. Peripheral Nerve Stimulators 33. Weaning Mechanical VentilationrnrnUNIT II: Cardiovascular SystemrnrnSection Five: Cardiac Emergencies 34. Automated External Defibrillation 35. Cardioversion 36. Defibrillation (External) 37. Defibrillation (Internal) (Perform) AP 38. NEW! Defibrillation (Internal) Assist 39. Emergent Open Sternotomy (Perform) AP 40. Emergent Open Sternotomy (Assist) 41. NEW! External Wearable Cardioverter Defibrillator 42. Pericardiocentesis (Perform) AP 43. Pericardiocentesis (Assist)rnrnSection Six: Cardiac Pacemakers 44. Atrial Electrogram 45. Atrial Overdrive Pacing (Perform) AP 46. Epicardial Pacing Wire Removal AP 47. Implantable Cardioverter-Defibrillator 48. Permanent Pacemaker (Assessing Function) 49. Temporary Transcutanous (External) Pacing 50. Temporary Transvenous Pacemaker Insertion (Perform) AP 51. Temporary Transvenous and Epicardial PacingrnrnSection Seven: Circulatory Assist Devices 52. Intraaortic Balloon Pump Management 53. Ventricular Assist Devices APrnrnSection Eight: Electrocardiographic Leads and Cardiac Monitoring 54. Cardiac Monitoring and Electrocardiographic Leads 55. Extra Electrocardiographic Leads: Right Precordial and Left Posterior Leads 56. ST-Segment Monitoring (Continuous) 57. Twelve-Lead ElectrocardiogramrnrnSection Nine: Hemodynamic Monitoring 58. Arterial Catheter Insertion (Perform) AP 59. Arterial Catheter Insertion (Assist), Care, and Removal 60. Arterial Pressure-Based Cardiac Output Monitoring 61. Blood Sampling from an Arterial Catheter 62. Blood Sampling from a Central Venous Catheter 63. Blood Sampling from a Pulmonary Artery Catheter 64. Cardiac Output Measurement Techniques (Invasive) 65. Central Venous Catheter Removal 66. Central Venous Catheter Site Care 67. Central Venous/Right Atrial Pressure Monitoring 68. NEW! Esophageal Cardiac Output Monitoring: Perform AP 69. NEW! Esophageal Cardiac Output Monitoring: Assist 70. NEW! Non-Invasive Cardiac Output Monitoring 71. Pulmonary Artery Catheter Insertion (Perform) AP 72. Pulmonary Artery Catheter Insertion (Assist) and Pressure Monitoring 73. Pulmonary Artery Catheter Removal 74. Pulmonary Artery Catheter and Pressure Lines, Troubleshooting 75. Single-Pressure and Multiple-Pressure Transducer SystemsrnrnSection Ten: Special Cardiac Procedures 76. Femoral Arterial and Venous Sheath Removal 77. NEW! Radial Arterial Sheath Removal 78. Pericardial Catheter Management 79. NEW! Thenar Tissue Oxygen Saturation Monitoring 80. Transesophageal Echocardiography (Assist)rnrnSection Eleven: Vascular Access 81. Arterial Puncture AP 82. Central Venous Catheter Insertion (Perform) AP 83. Central Venous Catheter Insertion (Assist) 84. Implantable Venous Access Device: Access, Deaccess, and Care AP 85. Intraosseus Devices       86. NEW! Mid Line Catheters AP 87. Peripherally Inserted Central Catheter APrnrnUNIT III:  Neurologic SystemrnrnSection Twelve: Neurologic Monitoring 88. Bispectral Index Monitoring 89. Brain Tissue Oxygenation Monitoring: Insertion (Assist), Care, and Troubleshooting 90. NEW! Cerebral Blood Flow Monitoring 91. NEW! Cerebral Micodialysis 92. NEW! Intracranial Bolt and Fiberoptic Catheter Insertion (Assist), Intracranial Pressure Monitoring, Care, Troubleshooting, and Removal 93. Intraventricular/Fiberoptic Catheter Insertion (Assist), Monitoring, Nursing Care, Troubleshooting, and Removal 94. Intraventricular Catheter with External Transducer for Cerebrospinal Fluid Drainage and Intracranial Pressure Monitoring 95. Lumbar Subarachnoid Catheter Insertion (Assist) for Cerebrospinal Fluid Drainage and Pressure MonitoringrnrnSection Thirteen: Special Neurologic Procedures 96. Lumbar Puncture (Perform) AP 97. Lumbar Puncture (Assist) 98. NEW! Pupillometer 99. Rotorest® Lateral Rotation Surface 100. Thermoregulation: External and Intravascular Warming & Cooling DevicesrnrnSection Fourteen: Traction Management 101. Cervical Tongs or Halo Ring: Application for Use in Cervical Traction (Assist) 102. Cervical Traction Maintenance 103. Halo Ring and Vest Care 104. Pin Site Care: Cervical Tongs and Halo PinsrnrnSection Fifteen: Pain Management 105. Epidural Catheters: Assisting with Insertion and Pain Management 106. Patient-Controlled Analgesia 107. Peripheral Nerve Blocks: Assisting with Insertion and Pain ManagementrnrnUNIT IV: Gastrointestinal System"
1458.0,Oral Radiology Principles and Interpretation,textbook,elsevier,2014,"With more than 1,000 high-quality radiographs and illustrations, Oral Radiology: Principles and Interpretation, 7th Edition visually demonstrates the basic principles of oral and maxillofacial radiology along with their clinical application. First, you’ll gain a solid foundation in radiation physics, radiation biology, and radiation safety and protection. Then you’ll learn intraoral and extraoral imaging techniques, including specialized techniques such as MRI and CT. The second half of the book focuses on how to recognize the radiographic features of pathologic conditions and interpret radiographs accurately. This edition also includes new chapters on forensics and cone-beam imaging. Written by oral radiology experts Stuart White and Michael Pharoah, this bestselling book helps you provide state-of-the-art care!rnrnThis is a valuable source of information that should be in the armamentarium of any dentist in training or wanting to develop their competence in oral radiology."" BRITISH DENTAL JOURNAL VOLUME 217 NO. 2 JUL 25 2014rnrnKey FeaturesrnAn easy-to-follow format simplifies the key radiographic features of each pathologic condition, including location, periphery, shape, internal structure, and effects on surrounding structures — placed in context with clinical features, differential diagnosis, and management.rnUPDATED information addresses the etiology and diagnosis of diseases and pathologic conditions in the orofacial region.rnUpdated coverage of all aspects of oral radiology includes the entire predoctoral curriculum.rnA wide array of radiographs including advanced imaging such as MRI and CT.rnHundreds of drawings are updated and rendered in full color.rnCase studies apply imaging concepts to real-world scenarios.rnExpert contributors include many authors with worldwide reputations.rnChapter bibliographies and suggested readings make it easier to conduct further research.rnTable of ContentsrnPart I: Foundationsrn1. Physicsrn2. Biologyrn3. Safety and ProtectionrnPart II: Imagingrn4. Digital Imagingrn5. Film Imagingrn6. Projection Geometryrn7. Intraoral Projectionsrn8. Intraoral Anatomyrn9. Extraoral Projectionsrn10. Panoramic Imagingrn11. CBCT Volume Acquisitionrn12. CBCT Volume Preparationrn13. CBCT Anatomy NEW!rn14. Other Imaging Modalitiesrn15. Quality Assurance and Infection Controlrn16. Prescribing Diagnostic ImagingrnPart III: Interpretationrn17. Principlesrn18. Cariesrn19. Periodontal Diseasesrn20. Inflammatory Diseasern21. Cystsrn22. Benign Tumorsrn23. Other Bone Diseasesrn24. Malignant Diseasesrn25. Systemic Diseasesrn26. Paranasal Sinus Diseasesrn27. Temporomandibular Joint Abnormalitiesrn28. Soft Tissue Calcifications and Ossificationsrn29. Salivary Gland Diseasesrn30. Traumarn31. Dental Anomaliesrn32. Craniofacial AnomaliesrnPart IV: Other Applicationsrn33. Implantsrn34. Forensics NEW!"""
1459.0,Developmental Juvenile Osteology,textbook,Elsevier/Academic Press,2016,"Developmental Juvenile Osteology was created as a core reference text to document the development of the entire human skeleton from early embryonic life to adulthood.rnrnIn the period since its first publication there has been a resurgence of interest in the developing skeleton, and the second edition of Developmental Juvenile Osteology incorporates much of the key literature that has been published in the intervening time. View more >rnrnKey FeaturesrnIdentifies every component of the juvenile skeleton, by providing a detailed analysis of development and ageing and a detailed description of each bone in four ways: adult bone, early development, ossification and practical notesrnNew chapters and updated sections covering the dentition, age estimation in the living and bone histologyrnAn updated bibliography documenting the research literature that has contributed to the field over the pastrn15 years since the publication of the first editionrnHeavily illustrated, including new additionsrnReadershiprnResearchers and students in anthropology and archaeology; forensic and medical scientists; and librariesrnrnTable of ContentsrnChapter 1: Introduction: A Guide to the TextrnChapter 2: Skeletal Development and AgingrnChapter 3: Bone DevelopmentrnChapter 4: Early Embryological DevelopmentrnChapter 5: The SkullrnChapter 6: DentitionrnChapter 7: The Vertebral ColumnrnChapter 8: The ThoraxrnChapter 9: The Pectoral GirdlernChapter 10: The Upper LimbrnChapter 11: The Pelvic GirdlernChapter 12: The Lower Limb"
